filter_p,prolificID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,t.morals_First Click,t.morals_Last Click,t.morals_Page Submit,t.morals_Click Count,wis_psych_char,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,IMW_J,IMW_O,IMW_FINAL,FRMW_J,FRMW_O,FRMW_FINAL,FRWM_J,FRWM_O,FRWM_FINAL,FRJF_J,FRJF_O,FRJF_FINAL,TRMW_J,TRMW_O,TRMW_FINAL,TRWM_J,TRWM_O,TRWM_FINAL,TRHOC_J,TRHOC_O,TRHOC_FINAL,PR_J,PR_O,PR_FINAL,DR_J,DR_O,DR_FINAL,FM_J,FM_O,FM_FINAL,CONSTRUCT_J,CONSTRUCT_O,CONSTRUCT_FINAL,Intention_J,Intention_O,Intention_FINAL,Action_J,Action_O,Action_FINAL,MDW_J,MDW_O,MDW_FINAL,wisdom_culture,AR_K,AR_H,AR_FINAL,U_K,U_H,U_FINAL,MBR_K,MBR_H,MBR_FINAL,CCOMPETENCE_K,CCOMPETENCE_H,CCOMPETENCE_FINAL,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,t.culture_First Click,t.culture_Last Click,t.culture_Page Submit,t.culture_Click Count,comments,age,sex,gender,gender_5_TEXT,edu,prior.knowledge,occupation,ethnicity,religion,religion_9_TEXT,Politics_1,country,income,more.coments,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,61579ae7d1c0cf03c55d45e7,10/22/2021 12:44,10/22/2021 12:54,IP Address,82.36.254.125,100,582,TRUE,10/22/2021 12:54,R_DTXXttK6b2Wqe7T,,,,,51.34880066,-0.032104492,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",,,2.518,44.938,44.946,8,Psychological characteristics will impact both intentions and actions. Intentions possibly more because they are something that can be imagined and doesn't have to be actioned. ,0,0,52.593,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"Culture will have a big impact on wisdom. When we grow up we gain certain beliefs, behaviours and understand things in a certain way through the lens of our culture. ",1,,1,0,,0,0,,0,0,,0,"Self-compassion,Self-transcendence,Realization of shared humanity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Uncertainty management","Humor,Equanimity/Self-control,Context-sensitivity,Deliberation/Reflection,Open-mindedness/Consideration of diverse perspectives,Pursuit of truth,Balance of diverse interests,Declarative (book) knowledge","Seeking Insight /Meaning,Sympathy/compassion,In-group cooperation",Experiential knowledge,,4,,,,2,,3,,,,,,5,,,1,,,5,2,3,,4,,6,,,7,,,8,,,1,,,,,,,,,3,2,,,,,1,,,,,,,,,,,,,,1,,,,,,35.135,35.135,154.827,1,,37,Female,,,,,,,,,,,,,,,
0,61579af712a0caa5f08c0a48,10/22/2021 14:30,10/22/2021 14:45,IP Address,24.91.140.90,100,879,TRUE,10/22/2021 14:45,R_2RajRUnU1vulnPe,,,,,42.30259705,-71.43060303,anonymous,EN,I consent to participate in this study,Morality is sufficient for wisdom,,,I think morality is simply good vs evil. Wisdom is the knowledge of both sides and taking decisions based on the situation.,5.788,69.787,113.721,5,,5.964,51.768,58.851,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I think a few psychological characteristics of one culture maybe strange or offensive to others. For example: homosexuality is seen as a sin in Abrahamic religions, whereas it is completely ignored in other religions such as Hinduism.   ",0,,0,0,,0,0,,0,0,,0,"Context-sensitivity,Humor,Balance of diverse interests","Experiential knowledge,In-group cooperation,Uncertainty management,Open-mindedness/Consideration of diverse perspectives","Sympathy/compassion,Declarative (book) knowledge,Deliberation/Reflection,Self-transcendence,Realization of shared humanity,Equanimity/Self-control","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Seeking Insight /Meaning,Self-compassion,Pursuit of truth",,,,,1,,,,,,,3,,,,,,2,,4,,,,,,,2,,,1,3,,,,,,,6,,4,3,5,,,1,,,,2,,,,1,,,,,,,4,,,,,,,2,3,,17.164,17.164,119.746,1,No,27,Male,Man/Transman,,Master's Degree,I have taken courses on culture,Technical writer,East Indian,Hindu,,5,USA,"$50,001 - $75,000","I think this topic requires more thinking, I am not sure if I gave right answers because my mood is not good now.",,,
0,61586c3a9646d610a32cf009,10/22/2021 12:34,10/22/2021 12:51,IP Address,46.65.45.72,41,1030,FALSE,10/22/2021 13:51,R_3J4tlW28KiqRW6i,,,,,,,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is sufficient for morality,the ball is to football.,n/a,1.576,251.37,255.968,6,"To a great extent. I believe that we are all a product of our upbringing and this, in turn, will have a great impact on our morals and how we deal with moral dilemmas. ",0,0,45.893,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,I believe those who are most wise/who have the most wisdom are those who are fully open to different cultures and the world around them. There is a key relationship between true wisdom and culture.,1,,1,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Female,,,,,,,,,,,,,,,
0,615875cd00a23fb41e865fc0,10/22/2021 12:05,10/22/2021 12:18,IP Address,161.73.80.16,100,765,TRUE,10/22/2021 12:18,R_4H2cMLVaYQpUEmJ,,,,,51.71549988,-1.292602539,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,pizza is to italians... inextricably linked,"wisdom comes with age and experience and thus often morality increases as you age.  You learn more about life and I think thus understand good and bad in a better, deeper way.  Morality can be something that is lived at any age.  It's a decision to make good choices that you know in your gut to be right.  Wisdom can help a deeper connection with this but as I said it takes time and years to gain wisdom.  Younger people can be wise but usually need a fair bit of life experience.",5.494,95.446,311.312,2,They affect them hugely.  Everything you experience in life affects how you behave and the actions you take!,0,0,39.175,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Culture is a big effector.  Cultural norms around you will affect your behaviour and possibly shape your wisdom and morals.  For example living in a capitalist culture will teach you from an early age that money is important.  That then will test your wisdom and morals when you are offered money for 'bad' intentions / reasons,1,,1,0,,0,0,,0,0,,0,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Context-sensitivity,Declarative (book) knowledge,Experiential knowledge,Pursuit of truth","Realization of shared humanity,Sympathy/compassion,Humor,Open-mindedness/Consideration of diverse perspectives","Balance of diverse interests,Uncertainty management,Self-compassion,Deliberation/Reflection,Seeking Insight /Meaning","In-group cooperation,Self-transcendence,Equanimity/Self-control",,1,,,2,,,,5,,,,4,,3,,,,,4,,,,,1,,,2,,,,,,,3,,,,,,4,,,,,1,,2,,5,3,,,,3,,2,,,,1,,,,,,,,,0,0,63.921,0,It appears to be more complicated than I thought!,51,Female,,,,,,,,,,,,,,,
0,6158ac4da2b57fc3afe8637c,10/22/2021 13:30,10/22/2021 13:47,IP Address,173.180.15.3,100,1027,TRUE,10/22/2021 13:48,R_Ti1rxHUgGLfyDXb,,,,,49.26429749,-123.0960999,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is necessary for morality,colour is to paint.,"My analogy is fairly abstract but my reasoning was that without wisdom, morality is baseless.",16.417,123.5,166.751,4,Morals guide the way people think and what they do. I feel like moral intentions are more common because it's easier for people to think about being good than actually doing things to be good (if being good is part of their morals).,0,0,86.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"Culture definitely influences wisdom, and exposure to new cultures can grow wisdom.",1,,1,0,,0,0,,0,0,,0,"Declarative (book) knowledge,Self-transcendence","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Context-sensitivity,Open-mindedness/Consideration of diverse perspectives,Equanimity/Self-control","Sympathy/compassion,In-group cooperation,Balance of diverse interests,Uncertainty management,Deliberation/Reflection,Humor,Self-compassion,Pursuit of truth","Seeking Insight /Meaning,Experiential knowledge,Realization of shared humanity",,,,,,2,,,,,,,,,1,,,,1,3,4,2,,,,,,,,,,,,,,,,,,,5,,8,2,1,3,,4,,,7,6,,,,,,,3,,,,,2,,,1,,,23.074,75.086,182.939,5,I define it as your inner knowledge and what affects your decisions. I'm not sure if that is the true definition. ,23,Female,,,,,,,,,,,,,,,
0,6158fd29d73dee366a6fb650v,10/22/2021 14:24,10/22/2021 14:49,IP Address,188.220.133.73,100,1463,TRUE,10/22/2021 14:49,R_0NknWgrmL3No1fr,,,,,51.44839478,-1.00970459,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,,"Being a religious person, the majority of what I consider to be moral comes from my beliefs.",1.261,110.696,119.876,6,"Morality can be a foundation for wisdom, but my morals might be the same as someone else's. In fact something I consider immoral might not be seen as such in other cultures or societies but that wouldn't take away from a person being wise or consider to have wisdom.",0,0,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,0,,,0,,,0,In most cultures wisdom is associated with older people and its usually used to define knowledge and experiences a person can draw upon to reach conclusions/decisions. A person considered to be wise in one culture might be considered the opposite in someone else's culture because they would not have the requisite knowledge or experience.,0,,0,0,,0,0,,0,0,,0,"In-group cooperation,Pursuit of truth,Uncertainty management,Self-transcendence,Humor","Self-compassion,Open-mindedness/Consideration of diverse perspectives,Experiential knowledge,Realization of shared humanity","Balance of diverse interests,Deliberation/Reflection,Equanimity/Self-control,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility","Declarative (book) knowledge,Sympathy/compassion,Seeking Insight /Meaning",,,,,,4,,,2,1,,,,3,,,,5,,2,,,,,4,,,,,3,,,,1,,5,,3,4,,2,,,,,1,,,,,,,,,,,,,,,,2,,,,1,3,,,82.898,82.898,83.466,1,,43,Male,Man/Transman,,Master's Degree,"I have not taken any courses on wisdom, morality or culture",Engineer,Asian,Muslim,,4,United Kingdom,"$75,001 - $100,000","Some of the statements were verbose, has to read them several times to understand what was being asked.",,,
0,6159ef42f31dec16bafb4fcd,10/22/2021 13:08,10/22/2021 13:14,IP Address,94.2.147.156,100,337,TRUE,10/22/2021 13:14,R_1ouLj3p4uqKSqdA,,,,,50.73339844,-1.924606323,anonymous,EN,I consent to participate in this study,Morality is sufficient for wisdom,Wisdom is relevant for morality,Usually the wisest people have the most morals because they’ve experienced enough to learn about what it means to be morally correct then it being taught in a classroom,I think morality also depends a lot on culture but mostly your experiences. You can be smart but morals are more about what you’ve experienced in my perspective ,4.127,95.398,123.662,3,Usually wisdom causes people to pick the best decision based off how they experienced that particular situation ,3.89,10.907,12.865,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I would say that in different cultures. There is different morals and beliefs because of how they experience their life. Such as in places like South Korea, their morals are different from in england ",0,,0,0,,0,0,,0,0,,0,"Humor,Context-sensitivity,Equanimity/Self-control","Self-compassion,Realization of shared humanity,Deliberation/Reflection","Seeking Insight /Meaning,Pursuit of truth,Sympathy/compassion","Uncertainty management,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility",,,,3,2,,,,,,,,,,,,,1,,,,,,3,2,,,,,,,,,1,,,,,,,,,2,,3,,,,,1,,,2,,,,,,,,,,,,1,,,,,2.476,65.114,66.124,38,No,19,Female,,,,,,,,,,,,,,,
0,615a377552edf952f834fcbb,10/22/2021 13:24,10/22/2021 13:32,IP Address,80.194.9.218,100,465,TRUE,10/22/2021 13:32,R_30qS4pcfmEcdvfV,,,,,51.53219604,-0.097900391,anonymous,EN,I consent to participate in this study,Morality is a precursor for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",virtue is a gift,"Morality is a unique sense of life. Even if there are some shared morality patterns, I think wisdom is more global in terms of utility and recognition.",1.512,156.463,156.823,18,"wisdom comes from experience and knowledge, actions and intentions are not dependable",0,0,11.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Culture is very tight related to wisdom as some traits of wisdom will be perceived more or less depending of the culture,1,,1,0,,0,0,,0,0,,0,"Balance of diverse interests,Self-transcendence,Context-sensitivity,Humor","Seeking Insight /Meaning,Self-compassion,Realization of shared humanity,Equanimity/Self-control,Uncertainty management,Deliberation/Reflection","Declarative (book) knowledge,In-group cooperation,Pursuit of truth,Sympathy/compassion","Experiential knowledge,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Open-mindedness/Consideration of diverse perspectives",,,,,3,2,,,,,,1,,,,,,4,,,4,,,6,3,,,,,,5,,1,2,,,,,,,,,3,2,4,,,,1,,,,2,3,,,,,,,,,,1,,,,,,5.079,14.372,115.101,3,nope,33,Male,,,,,,,,,,,,,,,
0,615b6cdba4f4870728a22839,10/22/2021 13:41,10/22/2021 13:53,IP Address,86.183.190.36,100,730,TRUE,10/22/2021 13:53,R_2BgSmOfyJgzitxi,,,,,51.1381073,-0.979507446,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality",Knowledge is to compassion. ,No. ,34.985,73.044,73.938,9,To some extent. I think a person must act well showing good morals and behaviour in life to truly be considered wise. ,2.687,18.527,21.467,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I think it is a common belief that the greater the wisdom of a person the more cultured they are. I don’t think I agree with this though. Being cultured is often due to an interest in certain things. You can be wise without having these interests that are seen as cultured. ,0,,0,0,,0,0,,0,0,,0,"Context-sensitivity,Equanimity/Self-control,Self-compassion,In-group cooperation,Self-transcendence","Open-mindedness/Consideration of diverse perspectives,Seeking Insight /Meaning,Balance of diverse interests,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Realization of shared humanity,Pursuit of truth","Experiential knowledge,Declarative (book) knowledge,Humor,Uncertainty management","Sympathy/compassion,Deliberation/Reflection",,,,2,1,5,,,,4,,,,,,,3,,4,1,,,,,5,6,,,3,,,,2,,,,,,,,,,,,,,1,4,2,,,3,,,,,,2,,,,1,,,,,,,,3.91,154.404,155.578,77,No. ,32,Male,,,,,,,,,,,,,,,
0,615b800add3b0dc4d7d513c5,10/22/2021 13:46,10/22/2021 14:00,IP Address,5.154.174.220,100,856,TRUE,10/22/2021 14:00,R_2qwl2VEtQpoVXQI,,,,,38.73100281,-9.137298584,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality","Yin is to Yang, they go hand in hand and you can not have one without the other. Without morality then wisdom is cold and untruthful, without wisdom morality can become close minded and not provide the mosteffective outcome.",I understand morality as doing the actions that put the most happiness into the world and actively choosing to do those actions ,2.708,203.335,240.179,9,"I think people that go into an idea looking with the intention of goodness, i think that the actions needed to achieve these goals are not always as morally good.",0,0,103.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I think that those with a higher power and a believe in someone who wants what is right can lead to a strong connection in wisdom and culture. I believe wisdom comes from wanting to do right in the world and the culture of religion as similar goals.,1,,1,0,,0,0,,0,0,,0,"Equanimity/Self-control,Realization of shared humanity,Uncertainty management,Self-compassion","Declarative (book) knowledge,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Self-transcendence","Balance of diverse interests,Experiential knowledge,Open-mindedness/Consideration of diverse perspectives,Deliberation/Reflection,In-group cooperation","Humor,Sympathy/compassion,Pursuit of truth,Context-sensitivity,Seeking Insight /Meaning",,,,1,,,,2,,,,,,3,,,4,,2,,,,3,,,,,,,,,1,,,,,3,,,,4,,,5,,1,2,,,,,,,,,4,,,,3,,2,,,,,5,,1,17.323,23.61,182.551,5,,20,Male,,,,,,,,,,,,,,,
0,615c25dbd74cbee478e18225,10/22/2021 11:19,10/22/2021 11:23,IP Address,81.149.138.44,41,273,FALSE,10/22/2021 12:23,R_3FW0KvLRzhPDVwR,,,,,,,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is necessary for morality,water to a plant,No,42.57,71.137,71.49,4,I think they go together as a pair. The more wisdom you gain the more sense of morality you receive,0,0,6.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I think our culture background shapes the way we are from birth. It has certainly have influence on our wisdom,1,,1,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,CONSENT REVOKED,,,,,,,,,,,,,,,
0,615c621e9259d914165a9f47,10/22/2021 11:28,10/22/2021 11:51,IP Address,90.244.147.11,100,1399,TRUE,10/22/2021 11:51,R_1hJVJVXsQHqu2A2,,,,,51.27059937,-2.124404907,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,finger is to thumb,"i think they work closely together, i imagine your sense of morality would develop the more wisdom you held ",2.861,194.484,245.535,4,maybe the more you strive towards gaining wisdom the more likely you are to consider your intentions and actions...,25.122,34.771,44.621,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,i think wisdom is hard to define and hard to harness...and maybe means different things to different people. so the relationship between wisdom and culture is murky ,0,,0,0,,0,0,,0,0,,0,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Uncertainty management,Self-transcendence,Declarative (book) knowledge","Pursuit of truth,Experiential knowledge,Seeking Insight /Meaning,Equanimity/Self-control","Deliberation/Reflection,Open-mindedness/Consideration of diverse perspectives,Context-sensitivity,Balance of diverse interests,In-group cooperation,Realization of shared humanity","Sympathy/compassion,Self-compassion,Humor",,1,,,,3,,,,,,,,2,4,,,,,,4,,,,,1,,,,2,,,3,,,,2,,3,,1,6,,5,,4,,,,,,,,,,,,,,,,1,,,,,,2,3,16.809,506.393,507.201,54,no,27,Female,,,,,,,,,,,,,,,
0,615c77b19e8951f83ed4be3b,10/22/2021 14:07,10/22/2021 14:19,IP Address,128.239.216.232,100,726,TRUE,10/22/2021 14:19,R_1gORjeZyX0r9IYB,,,,,37.27310181,-76.72789764,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,A hand is to a finger,"Morality feeds wisdom, but wisdom can exist in the absence of morality. While morality is a subjective categorization of a variable spectrum of choices, wisdom is the culmination of the ability of a person to discern past the initial binary of right and wrong to see further into the variability of a particular moral situation. While this is not the only aspect of wisdom, and is certainly not necessary for the attainment of wisdom as I would define it, it can lead to further development of personal wisdom.",2.704,194.391,195.485,3,"Wisdom depends on congruity of intentions and actions regardless of moral associations with these actions. Attaching morality to the amoral state of wisdom pre-colors perception of the actions to a viewer who cannot have known the original intentions of the actor. This preconception in the mind of the viewer then abstracts the intention from the action, where in the mind of the wise actor, these two are the same.",0,0,55.314,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Culture feeds perceptions of wisdom. Culture creates a series of signs by which the wisdom of an individual can be judged.,1,,1,0,,0,0,,0,0,,0,"Realization of shared humanity,Balance of diverse interests,Self-compassion,Open-mindedness/Consideration of diverse perspectives,Pursuit of truth","Declarative (book) knowledge,Seeking Insight /Meaning,Uncertainty management,Humor,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility","Sympathy/compassion,Deliberation/Reflection","Context-sensitivity,Experiential knowledge,In-group cooperation,Self-transcendence,Equanimity/Self-control",,,4,,,,,1,5,,,2,,,,,3,,5,,,,,,,,,,,,3,1,2,,4,,,,,,2,,,,1,,,,,,,,,,5,1,4,,,,3,,,2,,,,,,0,0,113.448,0,,20,Male,,,,,,,,,,,,,,,
0,615c971c6925f72b572516a4,10/22/2021 13:00,10/22/2021 13:10,IP Address,67.176.85.47,100,592,TRUE,10/22/2021 13:10,R_2dSF1wUsmIq9X53,,,,,39.82949829,-105.0632019,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",bees are to honey,Putting yourself in another's shoes helps,4.094,19.301,29.1,5,our intentions and actions are putting wisdom into practice,0,0,131.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Culture can affect how we see ourselves and feeling about ourselves. Like if something is deemed immoral by society are we are that we might feel ashamed. ,0,,0,0,,0,0,,0,0,,0,"Balance of diverse interests,Declarative (book) knowledge,Realization of shared humanity","Experiential knowledge,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Uncertainty management,Open-mindedness/Consideration of diverse perspectives,Humor,Sympathy/compassion","Deliberation/Reflection,Pursuit of truth,Equanimity/Self-control,Seeking Insight /Meaning,In-group cooperation","Self-transcendence,Context-sensitivity,Self-compassion",,,,,,,,3,,,,1,,,2,,,,2,4,,,,,,,,6,,1,3,,,,5,,,3,,,1,,2,5,,,,,,4,,,,,,2,1,,,,,,,,,,,3,,0,0,71.587,0,,35,Female,,,,,,,,,,,,,,,
0,615dbebf770f288449958bcb,10/22/2021 13:13,10/22/2021 13:25,IP Address,82.30.250.34,100,707,TRUE,10/22/2021 13:25,R_3lY7Ck6XLhIYGr1,,,,,53.42359924,-2.311294556,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",Muscles is to body movement,The difference between right and wrong and the grey areas in between ,4.574,80.765,82.244,10,Extremely. They feed our intentions that lead to actions,36.045,59.568,66.283,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,There are universal wisdoms as well as wisdoms that grow from more localised areas that form the culture in a community.,1,,1,0,,0,1,,1,0,,0,"Balance of diverse interests,Pursuit of truth,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge","Equanimity/Self-control,Self-compassion,Uncertainty management,Self-transcendence,In-group cooperation","Deliberation/Reflection,Open-mindedness/Consideration of diverse perspectives","Experiential knowledge,Seeking Insight /Meaning,Realization of shared humanity,Humor,Sympathy/compassion",,4,,,3,,,,2,,,1,,,5,,,,,,1,,4,,,,5,,,,3,,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,3,,,5,,1,,,2,,4,6.558,252.035,253.743,82,Consult both elders and youngest to obtain balance. Youth can be wise - often serving to remind you of a time when you were less work-weary / worn.,42,Female,,,,,,,,,,,,,,,
0,615df2a45ddae6078aad4336,10/22/2021 12:57,10/22/2021 13:19,IP Address,89.100.222.12,100,1325,TRUE,10/22/2021 13:19,R_3CIUIznPlnZ1tSI,,,,,53.61489868,-6.177505493,anonymous,EN,I consent to participate in this study,Morality is sufficient for wisdom,Wisdom is a precursor for morality,"the mind for the ""heart"" - feelings","Wisdom is something we can acquire through experiences during our lives

Morality is partly an innate instinct that allows or rather facilitates the formation of a society",257.066,379.428,394.006,5,"The more wise a person is, the less their actions are influenced by psychological traits. 
But always our intentions and actions are driven largely by our feelings etc.",25.465,53.286,54.305,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I don't think culture has a significant relationship with wisdom. Certain conditions may facilitate the acquisition of wisdom, but wisdom is ""beyond"" culture in my opinion.",0,,0,0,,0,0,,0,0,,0,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Open-mindedness/Consideration of diverse perspectives,Self-transcendence","Seeking Insight /Meaning,Humor,Equanimity/Self-control,Experiential knowledge,Declarative (book) knowledge,Balance of diverse interests,Realization of shared humanity","Uncertainty management,Pursuit of truth,Deliberation/Reflection,Self-compassion,Context-sensitivity","Sympathy/compassion,In-group cooperation",,1,2,,,3,,,,,,,,,,,,,,,3,,,,7,,,,6,4,,5,1,,2,,,,5,,3,,2,,,,,1,,,4,,,,,,,,,,2,1,,,,,,,,6.085,6.085,166.971,1,,43,Male,,,,,,,,,,,,,,,
