StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,t.intro_First Click,t.intro_Last Click,t.intro_Page Submit,t.intro_Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,field,field_14_TEXT,prior_research,research_morality,research_culturalpsy,education,education_4_TEXT,position,position_8_TEXT,institution_type,institution_type_5_TEXT,country,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,wis_psych_char,wisdomModelFamiliar,model_agreement,model_disagree,wisdom_culture,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,wis_moral_articles,socio_poli_articles,comments,moral_wis_comments - Topics,moral_wis_comments - Parent Topics
8/5/2021 4:15,8/5/2021 4:31,IP Address,146.50.150.125,100,967,TRUE,8/5/2021 4:31,R_2PuQop65qdYytLn,,,,,52.38819885,4.884399414,anonymous,EN,0,0,1.469,0,Chrome,91.0.4472.164,Windows NT 10.0,1920x1080,"Social Psychology,Moral Psychology",,Yes,Yes,No,PhD,,Assistant Professor,,University,,Netherlands,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality",sport is to the rules of the game,,"I think it is wise, ultimately, to accept the ambivalence of morality anjd (thus) that we can never be ""fully"" moral people. Wisdom, then, would depend on trying to be as good as one can be, whilst accepting the ""infinitely demanding"" nature of moral precepts (to quote Critchley). As such, it may be more dependent upon action than intention.",Yes,'- I really like the connection between wisdom and morality,"'- For me, wisdom also involves acceptance of paradox and ambivalence as necessary. This is different from balance - acceptance of paradox means acknowledgement that incompatible statements can be both true; - I miss cognitions relating to the self (e.g. self-compassion) - I am not sure about the connection between wisdom and abstractness. Abstractness may also be unwise in that important details get easily ignored",'- I think that wisdom also implies accepting that we are products of culture. I don't think that wisdom necessarily means transcending culture - Wisdom should make it easier to bridge cultural divides,0,0,16.665,0,"Realization of shared humanity,Declarative (book) knowledge","Pursuit of truth,Balance of diverse interests,Deliberation/Reflection,Equanimity/Self-control,Self-compassion,Open-mindedness/Consideration of diverse perspectives,Context-sensitivity,Epistemic humility/Recognition of limits of knowledge & one's fallibility","Experiential knowledge,In-group cooperation,Self-transcendence,Humor,Seeking Insight /Meaning,Sympathy/compassion,Uncertainty management",,,,,,,,1,,,,,,,2,,,,8,6,4,7,,3,,1,,,2,,,,,5,,,,,,3,,,,2,6,,1,7,,5,,4,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 3:24,8/5/2021 3:32,IP Address,27.74.188.214,70,500,FALSE,8/5/2021 4:32,R_1kTwkfiNtBRt7Wj,,,,,,,anonymous,EN,0,0,51.095,0,Safari,14.0.3,Macintosh,1440x900,"Social Psychology,Personality Psychology,Quantitative Psychology,Education",,Yes,No,No,PhD,,Other,Lecturer,University,,Viet Nam,"Morality is relevant for wisdom,Morality is necessary for wisdom,Morality is sufficient for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 3:39,8/5/2021 3:39,IP Address,112.38.98.184,10,14,FALSE,8/5/2021 4:39,R_1hLu05DCnaRz79k,,,,,,,anonymous,EN,7.847,7.847,13.466,1,Chrome,77.0.3865.120,Android 11,393x851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 3:46,8/5/2021 3:46,IP Address,223.2.48.110,10,27,FALSE,8/5/2021 4:46,R_3DhbUxIrCAROY2U,,,,,,,anonymous,EN,12.847,12.847,13.682,1,Edge,92.0.902.55,Windows NT 10.0,1536x864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 3:48,8/5/2021 3:49,IP Address,180.102.127.59,10,14,FALSE,8/5/2021 4:49,R_R4fuzYeuqgVEYQp,,,,,,,anonymous,EN,5.737,9.678,11.526,4,Chrome,77.0.3865.120,Android 10,360x780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 4:53,8/5/2021 4:58,IP Address,78.180.59.204,100,329,TRUE,8/5/2021 4:58,R_31t1ullfCxgUpqJ,,,,,41.01429749,28.89419556,anonymous,EN,0,0,14.273,0,Chrome,92.0.4515.131,Macintosh,1440x900,Social Psychology,,No,Yes,Yes,PhD,,Post-Doctoral Scholar,,University,,United Kingdom,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",,,,No,,,,0,0,11.636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 4:42,8/5/2021 4:53,IP Address,178.199.60.211,60,662,FALSE,8/5/2021 5:53,R_OCe8IdUprZjvoC5,,,,,,,anonymous,EN,0,0,13.969,0,Safari,14.1.2,Macintosh,1280x800,"Personality Psychology,Other",emotion,No,No,No,Masters,,Graduate student,,University,,Switzerland,Morality is necessary for wisdom,Wisdom is necessary for morality,the sun is to Earth,"I am not an expert in morality and wisdom. However, I am very interested in the topic.  - I think that morality is a prerequisite for wisdom.  - I think you can have a strong morality but that does not necessarily bring wisdom.  - Wisdom is made up of life stories and experiences which are forged by moral behaviours and reasoning also - You cannot be wise with no morality  - Wisdom is seeing things from a compassionate and broad perspective, which is strengthened by morality ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/5/2021 5:10,8/5/2021 6:22,IP Address,172.241.164.16,100,4349,TRUE,8/5/2021 6:22,R_1gCSr9iPyvzColS,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,74.545,0,Firefox,90,Macintosh,1600x900,"Social Psychology,Personality Psychology,Moral Psychology",,Yes,Yes,Yes,PhD,,Post-Doctoral Scholar,,NGO,,Germany,Morality is sufficient for wisdom,Wisdom is necessary for morality,lightning is to thunder,,Wisdom requires the intention to act morally,Yes,,,"At the broadest level, culture is likely to systematically affect all aspects of PMC to the extent that it impacts one's *perspective*; Culture is also likely to impact how much one values the psychological characteristics of wisdom and associated moral aspirations",0,0,74.236,0,Declarative (book) knowledge,"Pursuit of truth,Seeking Insight /Meaning,Balance of diverse interests,Uncertainty management,Sympathy/compassion,Self-transcendence,In-group cooperation,Deliberation/Reflection,Epistemic humility/Recognition of limits of knowledge & one's fallibility","Open-mindedness/Consideration of diverse perspectives,Realization of shared humanity,Humor,Equanimity/Self-control,Context-sensitivity,Self-compassion",Experiential knowledge,,,,,,,,,,,,,,1,,,,9,,,,6,8,,1,7,5,3,,4,,2,,,,1,4,5,,,2,,,,,,,,,6,3,,,,,,,,,,,,1,,,,,,,,,,
8/5/2021 7:08,8/5/2021 7:10,IP Address,209.94.142.127,10,147,FALSE,8/5/2021 8:10,R_3PHlyysKz72mQgC,,,,,,,anonymous,EN,0,0,96.378,0,Chrome,92.0.4515.131,Macintosh,1440x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 9:06,8/5/2021 9:46,IP Address,220.158.144.34,100,2399,TRUE,8/5/2021 9:46,R_1CBzOGczm8rJwKO,,,,,26.26919556,73.00900269,anonymous,EN,55.016,56.326,83.557,2,Chrome,92.0.4515.107,Windows NT 10.0,1536x864,"Developmental Psychology,Personality Psychology,Moral Psychology,Wisdom",,Yes,Yes,No,PhD,,Associate Professor,,Other,IIT Jodhpur,India,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",Happiness is to Wellbeing  Peanut butter to a sandwich  one whole side of the zigsaw puzzle,"Morality, to me, is a concept which concerns itself with right and wrong; however, I would like to put it on a continuum (not at all to totally). People may have different definitions of right and wrong when considering their own or others' behavior, humans - nonhumans actions.  Wisdom gets coupled with morality when people think of right and wrong to benefit maximum people.",I believe Wisdom completely depends on the more a person focuses on moral intention and actions for the wellbeing of all.,Yes,Overall agree with the model; Agree with components of PMC and its relevance,"However,  Using owl as symbolism has limitations from a cultural perspective; some cultures do not see it as the symbolism of wisdom.  The model seemed to miss the emotional part, which is very important in my point of view","Culture defines the actions or characteristics people consider as wise.  Culture also promotes those characteristics among people, e.g., In India lot of emphasis is put on humility, sacrificing for family and loved ones, respect for nature and elders.   Additional point significant to mention here is that Hindu scripture mentions that wise people know and choose their actions to serve the ultimate truth even if it seems wrong at the moment.",19.18,19.593,42.181,2,"Self-compassion,Declarative (book) knowledge,Open-mindedness/Consideration of diverse perspectives","In-group cooperation,Seeking Insight /Meaning,Pursuit of truth,Realization of shared humanity,Equanimity/Self-control","Epistemic humility/Recognition of limits of knowledge & one's fallibility,Self-transcendence,Humor,Deliberation/Reflection,Sympathy/compassion","Uncertainty management,Context-sensitivity,Experiential knowledge,Balance of diverse interests",,3,,,,,,,,,,,,2,,1,,,,5,,,,4,3,1,,,,,,2,,,1,,,,2,4,,,,5,,,,,,,3,,,,2,,,,,,,4,3,1,,,,,"Conroy, M., Malik, A.Y., Hale, C. et al. Using practical wisdom to facilitate ethical decision-making: a major empirical study of phronesis in the decision narratives of doctors. BMC Med Ethics 22, 16 (2021).     Sharma, A. & Sharma, A. What doesn't break you makes you stronger: An experimental validation of personal wisdom development through regret handling and personality dispositions. Submitted to Journal of Higher Education Theory and Practice (Forthcoming)  Sharma, A. (2020). Personal wisdom development involves suffering: Experimental Validation. Published on psycharxiv.com. DOI: 10.31234/osf.io/urtfe",,,Unknown,
8/5/2021 10:35,8/5/2021 10:40,IP Address,87.19.247.63,57,333,FALSE,8/5/2021 11:40,R_DHt3WkPcS9yqcaB,,,,,,,anonymous,EN,0,0,29.388,0,Safari,14.1.1,Macintosh,1440x900,"Social Psychology,Moral Psychology,Other",Political psychology,No,Yes,No,Masters,,Graduate student,,University,,Italy,Morality is a precursor for wisdom,Wisdom is relevant for morality,behaviour is to attitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 12:12,8/5/2021 12:16,IP Address,24.167.87.244,100,242,TRUE,8/5/2021 12:16,R_2XdqUYSGdFotixV,,,,,26.17480469,-98.18699646,anonymous,EN,0,0,40.295,0,Chrome,91.0.4472.164,Macintosh,1366x768,"Social Psychology,Other",Business (Marketing),Yes,Yes,No,PhD,,Assistant Professor,,University,,USA,Morality is relevant for wisdom,Wisdom is relevant for morality,Morality is a part of wisdom when we talk about interpersonal relationships; otherwise morality is not necessary for individual/personal wisdom.,,Please see my prior answer,No,,,n/a,0,0,3.645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 12:48,8/5/2021 12:53,IP Address,130.234.242.183,57,301,FALSE,8/5/2021 13:53,R_3NVZVWDv5aSxMoy,,,,,,,anonymous,EN,4.513,4.513,7.325,1,Chrome,92.0.4515.107,Windows NT 10.0,1280x720,Developmental Psychology,,Yes,Yes,No,PhD,,Associate Professor,,University,,Finland,Morality is necessary for wisdom,Wisdom is necessary for morality,the Sun to the Earth,"* positive social values are necessary in wisdom, it cannot exists without them ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/5/2021 14:27,8/5/2021 14:32,IP Address,152.17.153.28,80,287,FALSE,8/5/2021 15:32,R_2DML571qZ1vHlLI,,,,,,,anonymous,EN,0,0,4.542,0,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,"Social Psychology,Personality Psychology,Quantitative Psychology,Moral Psychology,Virtue ethics,Moral philosophy",,Yes,Yes,No,PhD,,Post-Doctoral Scholar,,University,,United States,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality",,,,No,,,,2.486,15.766,21.181,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021 13:20,8/5/2021 16:11,IP Address,73.24.131.231,100,10305,TRUE,8/5/2021 16:11,R_2earSOLyUyfk0xx,,,,,32.41299438,-110.9420013,anonymous,EN,0,0,163.301,0,Chrome,91.0.4472.114,Macintosh,1280x800,"Social Psychology,Wisdom,Education",,Yes,No,Yes,Masters,,Graduate student,,University,,United States,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,peace is to awareness,"* One can have an abundance of knowledge, and understand human behavior, but not have compassion, or the ability to mindfully reflect and learn from experience.  In my opinion, this is not wisdom. There must be an aspect of morality - an understanding and active behavior of how to interact with and treat others in a mindful and selfless manner in order for one to ""have"" wisdom, or to ""be"" wise;  * Cultural morality may differ according to certain populations, however the basic moral construction of humans (right vs wrong; good vs bad behavior) defines us as humans.  Ethical judgements based on culture, upbringing, and education may influence these basic moral constructions, thus influence the degree to which one ""has"" wisdom;  *  To the above point, are there degrees of wisdom?  Can one ""be wise"" in certain areas of expertise, but ""be unwise"" in other areas of life?  Does this rely on the level of morality one has, and can one's level of morality determine ""how wise"" an individual is or becomes?","It would seem that reflectivity is necessary for facilitating moral intentions and/or actions, because without first being able to reflect on one's life experiences (particularly those that have been difficult), and gaining some insight or lesson from those experiences, it would be challenging to act or to think in a wise manner in similar situations - for oneself or on behalf of others. In my opinion, the embodiment and action of the following characteristics of wisdom: emotion regulation, compassion, openness, pro social behaviors, and understanding of pragmatic knowledge are somewhat dependent on the level of reflectivity, and moral aptitude of an individual.",Yes,"* I believe that the perspectival meta-cognition aspect of the CWM unites certain key components necessary for meaningful reflectivity required for the development and implementation of wisdom;  * Primarily through insightful examination of one's life experiences, one is able to (1) see that one may not have all the answers, (2) explore multiple perspectives, (3) be empathetic and even forgiving towards others, and (4) acknowledge that there are no guarantees in life, but adaptability and growth are always available.","*  The CWM does not consider (to my knowledge) varying degrees of morality and wisdom.  Humans are not perfect, and often fault on the side of emotion.  Can this be measured, or are the current measures all or nothing?","*Culture plays an important role in the development and understanding of morality and wisdom.  I would think that from one culture to another (even from one family to another), there would be more room for rationalization along the moral scale.  For example, in a family where it is morally sound and wise to save every cent earned, and not share a small portion with charities or marginalized groups so that the self is protected, it could be rationalized that the homeless person on the corner would only squander a gift of money, while keeping it could support the family's well being.",0,0,224.347,0,Declarative (book) knowledge,"In-group cooperation,Context-sensitivity,Self-transcendence,Uncertainty management,Balance of diverse interests,Realization of shared humanity","Open-mindedness/Consideration of diverse perspectives,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Equanimity/Self-control,Self-compassion","Experiential knowledge,Deliberation/Reflection,Humor,Seeking Insight /Meaning,Pursuit of truth,Sympathy/compassion",,,,,,,,,,,,,,1,,,,,,,2,3,,6,,1,,5,,4,,,,,2,1,3,,,,,,,,,,,,,4,,,,,,,2,,5,,6,,1,,,4,,3,"Sternberg, R. J., & Glück, J. (2019). Wisdom, morality, and ethics. In R. J. Sternberg & J. Glück (Eds.), The Cambridge handbook of wisdom (pp. 551–574). Cambridge University Press.  Thomas, M., Martin, A., Eyler, L., Lee, E., Macagno, E., Devereaux, M., . . . Jeste, D. (2019). Individual differences in level of wisdom are associated with brain activation during a moral decision‐making task. Brain and Behavior, 9(6), E01302-N/a.  Zachry, C., Phan, L., Blackie, L., & Jayawickreme, E. (2018). Situation-Based Contingencies Underlying Wisdom-Content Manifestations: Examining Intellectual Humility in Daily Life. The Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 73(8), 1404-1415.","Bardy, R., Rubens, A., & Azupogo, H. A. (2018). Combining indigenous wisdom and academic knowledge to build sustainable future: An example from rural Africa. Journal of African Studies and Development, 10(2), 8-18.  Heidrun Wulfekühler & Margaret L. Rhodes (2018) Meticulous Thoughtfulness: Cultivating Practical Wisdom in Social Work, Ethics and Social Welfare, 12:4, 330-347","My research explores wisdom and life lessons within naturalistic intergenerational conversations.  The key question is, in spontaneous conversations between older adults and young adults, are life lessons naturally embedded during informal life review (experiential storytelling), and if so do these life lessons convey wisdom?  What characteristics of wisdom are most common?  The idea of wisdom being ""passed on"" from one generation to the next (e.g. the grandmother hypothesis, generativity) is important, particularly as we have seen the stark results of age segregation during covid-19, and the rise of ageism.",Unknown,
8/5/2021 18:02,8/5/2021 18:06,IP Address,101.166.48.237,50,262,FALSE,8/5/2021 19:06,R_2Yyqcauz5Sta9ud,,,,,,,anonymous,EN,24.662,27.586,31.321,2,Chrome,92.0.4515.115,Android 8.1.0,962x601,"Education,Other",Cross-cultural psychology,Yes,Yes,Yes,Masters,,Other,Consultant,University,,Australia,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 3:49,8/6/2021 4:11,IP Address,112.38.98.184,100,1307,TRUE,8/6/2021 4:11,R_1hEIbdQdCeAxeON,,,,,35.06239319,118.3363953,anonymous,EN,1.564,1.955,2.371,2,Chrome,77.0.3865.120,Android 11,393x851,"Social Psychology,Moral Psychology,Wisdom,Moral philosophy,Cognitive Science",,Yes,No,Yes,PhD,,Graduate student,,University,,CHINA,Morality is necessary for wisdom,Wisdom is sufficient for morality,Fish is to water,No,80(on 100 point scale),Yes,PMC Model,None,Cognition,23.357,195.984,227.121,9,"Pursuit of truth,Context-sensitivity",Experiential knowledge,Self-transcendence,Seeking Insight /Meaning,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,The wisdom in virtue. Published on psych sci.,None,,Unknown,
8/6/2021 4:15,8/6/2021 4:15,IP Address,112.38.98.184,10,2,FALSE,8/6/2021 5:16,R_2Xgl3JsXhZSQG1m,,,,,,,anonymous,EN,1.298,1.586,2.176,2,Chrome,77.0.3865.120,Android 11,393x851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 10:24,8/6/2021 11:27,IP Address,74.109.221.148,100,3798,TRUE,8/6/2021 11:27,R_0kPhtL9jxLScmWJ,,,,,40.40640259,-79.98560333,anonymous,EN,0,0,120.269,0,Firefox,90,Macintosh,1440x900,"Cognitive Science,Other",Philosophy of Science,No,No,No,PhD,,Professor,,University,,USA,Morality is relevant for wisdom,Wisdom is relevant for morality,Butterfly is to breaststroke [swimming],"They have overlapping elements [just as breaststroke & butterfly share the same kick];   Morality is typically based in regard for others, whereas wisdom may include self-regarding elements","To some extent for both -- if forced to quantify I might say 4/10 -- but only contingently so. That is, for some situations (extreme sports, e.g.), they have relatively little to do with each other, but in others much more (wisdom about personal relationships, e.g.)",No,,,"Culture shapes perceptions of  (both moral and nonmoral) risk, and the acceptability of such risk, and the wisdom of choices/actions is determined in that context of those perceptions.",0,0,45.187,0,"Self-transcendence,Realization of shared humanity,Self-compassion","Humor,Uncertainty management,Open-mindedness/Consideration of diverse perspectives,Declarative (book) knowledge,Seeking Insight /Meaning","Balance of diverse interests,Equanimity/Self-control,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Pursuit of truth,Context-sensitivity,In-group cooperation,Experiential knowledge","Sympathy/compassion,Deliberation/Reflection",,,,,1,,2,,,,,,,,,3,,,3,,,,,,,,,,,2,4,5,,1,3,,2,5,,,,4,6,,1,7,,,,,,,,,,,2,,,,1,,,,,,,,,,,Unknown,
8/6/2021 11:26,8/6/2021 11:48,IP Address,86.168.181.241,57,1297,FALSE,8/6/2021 12:48,R_xnZC7w2RxDSh2jn,,,,,,,anonymous,EN,0,0,19.134,0,Safari,14.0.1,Macintosh,1440x900,"Developmental Psychology,Wisdom,Other",Positive Psychology,Yes,No,No,Other,Current doctoral student ,Graduate student,,University,,United Kingdom,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,A rainforest is to a forest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 11:41,8/6/2021 12:01,IP Address,67.175.152.215,80,1199,FALSE,8/6/2021 13:01,R_3JlRL3GAP3dnuT6,,,,,,,anonymous,EN,0,0,2.131,0,Chrome,92.0.4515.131,Android 11,800x1334,"Social Psychology,Clinical Psychology,Developmental Psychology",,No,No,Yes,Masters,,Graduate student,,University,,United States of America,Morality is relevant for wisdom,Wisdom is relevant for morality,A botany degree is to backyard gardening,,"Characteristics of wisdom might bolster or provide momentum for moral intent and action. However, a moral action does not always have to be wise in order for the intention to still feel morally driven.",No,,,The working definition of wisdom and its prevalence is dependent on culture.,0,0,154.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 12:12,8/6/2021 12:18,IP Address,112.38.98.184,73,352,FALSE,8/6/2021 13:18,R_Dw7GhhdNE7M7W4F,,,,,,,anonymous,EN,0,0,2.053,0,Chrome,94.0.4595.0,Windows NT 10.0,1280x720,Education,,No,No,No,Bachelors,,Assistant Professor,,Other,,China,Morality is sufficient for wisdom,Wisdom is necessary for morality,11,1,1,Yes,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/6/2021 13:05,8/6/2021 13:10,IP Address,92.73.167.255,57,291,FALSE,8/6/2021 14:10,R_2X71No1TLOm6pU2,,,,,,,anonymous,EN,26.872,28.682,32.576,4,Safari,14.1.2,Macintosh,1792x1120,"Social Psychology,Cognitive Psychology,Wisdom,Cognitive Science",,Yes,No,No,Bachelors,,Graduate student,,University,,Germany,Morality is necessary for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 14:41,8/6/2021 15:00,IP Address,73.153.91.200,70,1115,FALSE,8/6/2021 16:00,R_296OFkbyt3qaWOk,,,,,,,anonymous,EN,0,0,3.838,0,Chrome,92.0.4515.107,Windows NT 10.0,1280x720,"Social Psychology,Quantitative Psychology,Other",,Yes,Yes,Yes,PhD,,Other,research scientist,University,,United States,Morality is relevant for wisdom,Wisdom is relevant for morality,intelligence is to logic,"'- Morality is construed as a set of values, attitudes, beliefs and actions imbued with the intention of doing what is ""right"", such that what is ""right"" is good;  -To the extant that there is a relationship between wisdom and morality, wisdom is neither necessary nor sufficient for morality to exist, however, higher levels of wisdom likely correlate with a sense of morality that is less influenced by motivated reasoning.","Based on my understanding, characteristics of wisdom are related to, but not dependent on moral intentions or actions. Instead, I would argue that wise individuals are better at identifying the most moral intent or action in a given relevant scenario. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/6/2021 21:42,8/6/2021 21:47,IP Address,162.227.163.173,80,343,FALSE,8/6/2021 22:47,R_1feYHicecdVuiSB,,,,,,,anonymous,EN,0,0,13.098,0,Safari,14.1.1,Macintosh,1440x900,Other,Biological Psychology,No,No,Yes,Other,Associates,Undergraduate student,,University,,United States of America,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,A good salsa is to tomatoes.,,,No,,,,0,0,48.995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021 23:43,8/6/2021 23:45,IP Address,151.253.161.117,10,126,FALSE,8/7/2021 0:45,R_1OwBS8HlclzErNc,,,,,,,anonymous,EN,23.792,23.792,124.681,1,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2021 4:09,8/7/2021 4:11,IP Address,86.168.181.241,10,89,FALSE,8/7/2021 5:11,R_2BhYIgXODzSPbmb,,,,,,,anonymous,EN,0,0,3.784,0,Safari,14.0.1,Macintosh,1440x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
